production_id,production_date,line_id,machine_id,shift_id,product_id,target_qty,output_qty,defect_qty,downtime_minutes
2748,2024-08-31,2,4.0,3,2,26,22.0,1.0,24.1
2749,2024-09-01,5,14.0,2,4,14,13.0,0.0,0.0
2750,2024-07-10,4,11.0,3,2,46,51.0,2.0,31.9
2751,2024-08-27,4,12.0,2,3,51,43.0,0.0,20.7
2752,2024-07-22,5,14.0,1,1,45,51.0,1.0,4.8
2753,2024-10-30,1,2.0,3,2,52,49.0,2.0,19.5
2754,2024-11-13,4,11.0,3,2,46,39.0,2.0,33.9
2755,2024-07-11,3,9.0,1,5,58,54.0,2.0,29.2
2756,2024-08-21,4,11.0,3,4,46,45.0,2.0,7.7
2757,2024-11-21,3,9.0,3,5,49,51.0,3.0,11.0
2758,2024-12-17,5,15.0,3,1,44,36.0,1.0,6.6
2759,2024-08-19,3,7.0,3,1,43,41.0,1.0,57.6
2760,2024-09-01,4,11.0,1,3,16,14.0,0.0,30.8
2761,2024-07-15,5,14.0,1,5,45,48.0,2.0,16.2
2762,2024-11-08,1,2.0,1,1,60,58.0,1.0,6.9
2763,2024-07-03,2,5.0,2,4,53,53.0,1.0,5.7
2764,2024-09-07,4,11.0,1,4,29,28.0,0.0,33.5
2765,2024-07-01,3,8.0,1,3,51,51.0,1.0,23.0
2766,2024-10-20,4,10.0,1,3,16,17.0,0.0,0.0
2767,2024-08-11,4,11.0,1,3,16,13.0,0.0,126.8
2768,2024-12-15,4,11.0,1,2,16,14.0,0.0,12.4
2769,2024-08-31,2,6.0,1,2,30,28.0,0.0,
2770,2024-08-08,5,14.0,3,5,44,45.0,6.0,21.9
2771,2024-07-12,2,5.0,3,3,48,58.0,1.0,29.4
2772,2024-10-23,3,7.0,2,3,55,55.0,1.0,3.7
2773,2024-12-27,3,8.0,3,3,49,46.0,1.0,15.8
2774,2024-11-12,5,15.0,1,5,51,44.0,2.0,0.0
2775,2024-12-07,1,3.0,3,1,28,20.0,0.0,37.7
2776,2024-12-21,3,8.0,1,3,32,24.0,0.0,1.9
2777,2024-07-30,5,15.0,3,1,44,44.0,3.0,6.5
2778,2024-07-10,3,7.0,2,5,55,53.0,5.0,45.9
2779,2024-07-30,2,5.0,1,3,56,59.0,1.0,21.4
2780,2024-09-05,5,13.0,3,4,44,32.0,1.0,6.8
2781,2024-08-16,3,7.0,2,5,55,54.0,5.0,21.2
2782,2024-11-19,1,2.0,3,2,52,44.0,3.0,4.4
2783,2024-11-12,4,12.0,1,2,53,45.0,1.0,25.5
2784,2024-09-19,4,10.0,1,4,53,48.0,0.0,14.8
2785,2024-08-17,1,1.0,2,1,31,28.0,1.0,35.1
2786,2024-12-08,1,1.0,3,2,15,12.0,0.0,0.0
2787,2024-08-21,2,4.0,3,2,48,,6.0,16.7
2788,2024-07-07,3,7.0,3,5,14,12.0,0.0,68.1
2789,2024-12-10,1,2.0,3,5,52,34.0,5.0,24.2
2790,2024-08-10,1,3.0,1,2,33,30.0,0.0,31.7
2791,2024-10-09,4,11.0,1,3,53,53.0,1.0,32.3
2792,2024-08-10,4,10.0,3,3,25,26.0,1.0,2.2
2793,2024-08-21,3,7.0,3,5,49,54.0,2.0,24.8
2794,2024-11-22,3,7.0,2,1,55,44.0,1.0,13.2
2795,2024-07-03,2,6.0,3,3,48,48.0,2.0,7.6
2796,2024-09-28,5,15.0,2,5,26,27.0,1.0,0.0
2797,2024-12-18,5,13.0,2,5,48,37.0,2.0,4.1
2798,2024-11-19,3,9.0,2,1,55,42.0,1.0,
2799,2024-07-14,4,12.0,3,3,13,13.0,0.0,0.0
2800,2024-07-26,2,6.0,2,3,53,52.0,0.0,9.2
2801,2024-10-25,3,9.0,2,1,55,45.0,1.0,62.6
2802,2024-09-28,1,2.0,3,2,28,27.0,2.0,5.4
2803,2024-12-04,5,14.0,2,1,48,42.0,1.0,10.9
2804,2024-07-06,3,9.0,1,3,32,21.0,0.0,148.4
2805,2024-09-14,4,11.0,3,2,25,22.0,1.0,33.2
2806,2024-08-17,2,6.0,2,3,29,29.0,0.0,20.8
2807,2024-12-14,5,15.0,3,4,24,22.0,0.0,0.0
2808,2024-11-29,4,11.0,2,3,51,45.0,2.0,49.1
2809,2024-12-14,3,9.0,1,1,32,27.0,0.0,11.2
2810,2024-08-07,2,6.0,2,3,53,50.0,1.0,32.6
2811,2024-08-03,3,7.0,2,1,30,29.0,0.0,11.0
2812,2024-08-19,4,10.0,3,2,40,38.0,2.0,6.6
2813,2024-12-25,3,9.0,1,1,58,46.0,1.0,31.4
2814,2024-12-21,4,10.0,2,4,28,25.0,1.0,7.8
2815,2024-09-14,2,6.0,2,3,29,27.0,0.0,41.0
2816,2024-12-12,1,2.0,2,1,57,42.0,3.0,19.6
2817,2024-10-28,3,8.0,3,1,43,40.0,1.0,27.2
2818,2024-12-03,5,13.0,2,4,48,43.0,1.0,
2819,2024-07-20,3,9.0,3,5,27,25.0,3.0,27.2
2820,2024-09-21,3,8.0,3,3,27,27.0,0.0,3.1
2821,2024-09-07,5,13.0,1,1,28,24.0,0.0,38.0
2822,2024-11-25,3,9.0,2,5,48,42.0,2.0,14.9
2823,2024-11-27,4,11.0,1,3,53,42.0,1.0,72.7
2824,2024-10-10,4,10.0,3,2,46,46.0,2.0,9.0
2825,2024-08-25,1,2.0,1,1,18,17.0,0.0,8.6
2826,2024-12-11,2,6.0,2,3,53,37.0,1.0,0.0
2827,2024-12-29,1,2.0,2,5,17,10.0,0.0,7.8
2828,2024-08-01,2,6.0,1,4,56,56.0,1.0,3.2
2829,2024-07-29,2,6.0,1,2,49,50.0,1.0,0.2
2830,2024-12-27,4,10.0,1,4,53,45.0,1.0,20.3
2831,2024-10-01,3,8.0,1,3,58,57.0,,3.6
2832,2024-12-23,2,6.0,1,2,49,42.0,1.0,5.2
2833,2024-09-23,3,9.0,3,5,43,45.0,5.0,0.0
2834,2024-10-04,4,10.0,3,2,46,49.0,1.0,8.4
2835,2024-11-01,4,12.0,2,2,51,47.0,1.0,29.5
2836,2024-12-16,5,14.0,3,5,38,30.0,2.0,22.5
2837,2024-07-27,4,12.0,3,3,25,23.0,1.0,96.1
2838,2024-08-09,2,5.0,2,2,53,41.0,1.0,22.2
2839,2024-07-09,2,5.0,2,4,53,50.0,1.0,15.3
2840,2024-08-11,5,14.0,2,4,14,13.0,0.0,119.8
2841,2024-12-12,5,15.0,3,1,44,36.0,1.0,7.5
2842,2024-12-02,5,13.0,3,4,38,37.0,2.0,23.3
2843,2024-10-21,1,3.0,2,2,50,47.0,1.0,2.9
2844,2024-08-08,4,11.0,2,3,51,46.0,0.0,26.1
2845,2024-12-11,2,6.0,3,2,48,41.0,2.0,0.0
2846,2024-07-04,4,11.0,1,3,53,46.0,0.0,64.5
2847,2024-10-04,3,8.0,2,1,55,43.0,1.0,68.2
2848,2024-08-13,2,5.0,2,4,53,57.0,1.0,8.6
2849,2024-07-03,5,15.0,1,1,51,49.0,1.0,15.0
2850,2024-09-19,3,8.0,3,5,49,52.0,4.0,0.7
2851,2024-07-29,1,2.0,1,2,53,50.0,1.0,0.0
2852,2024-09-07,4,10.0,3,4,25,24.0,1.0,6.2
2853,2024-10-29,1,2.0,3,2,52,48.0,2.0,9.4
2854,2024-11-23,3,7.0,1,3,32,28.0,0.0,20.1
2855,2024-10-28,3,7.0,3,5,43,43.0,3.0,37.3
2856,2024-08-01,3,9.0,2,5,55,47.0,3.0,66.3
2857,2024-12-30,1,1.0,3,2,45,26.0,1.0,161.4
2858,2024-07-04,1,2.0,1,2,60,55.0,2.0,4.0
2859,2024-09-21,3,9.0,3,1,27,21.0,1.0,63.0
2860,2024-07-10,3,8.0,2,1,55,,1.0,14.6
2861,2024-08-11,1,1.0,2,2,17,18.0,0.0,24.9
2862,2024-07-19,5,15.0,2,1,48,46.0,1.0,0.0
2863,2024-12-31,5,14.0,2,1,48,40.0,1.0,0.0
2864,2024-07-11,1,3.0,1,1,60,67.0,1.0,0.0
2865,2024-10-14,3,7.0,1,3,51,51.0,1.0,14.0
2866,2024-11-22,5,15.0,2,4,48,45.0,1.0,31.4
2867,2024-11-04,3,8.0,1,1,51,48.0,1.0,0.0
2868,2024-07-17,4,10.0,2,3,51,41.0,0.0,0.0
2869,2024-11-16,1,2.0,1,2,33,29.0,0.0,9.1
2870,2024-11-27,5,14.0,3,4,44,40.0,1.0,21.9
2871,2024-07-21,4,12.0,1,3,16,16.0,0.0,3.3
2872,2024-07-29,3,7.0,2,1,48,44.0,1.0,32.9
2873,2024-07-16,3,9.0,1,3,58,57.0,0.0,6.5
2874,2024-10-14,4,12.0,1,3,47,45.0,0.0,1.0
2875,2024-12-07,2,5.0,2,4,29,22.0,1.0,33.8
2876,2024-12-31,5,13.0,3,5,44,34.0,6.0,14.5
2877,2024-10-25,1,3.0,2,2,57,50.0,1.0,5.4
2878,2024-09-19,3,7.0,2,5,55,56.0,3.0,20.8
2879,2024-12-16,2,5.0,1,4,49,37.0,1.0,6.0
2880,2024-09-19,4,11.0,1,2,53,52.0,1.0,26.4
2881,2024-11-02,3,7.0,3,3,27,21.0,0.0,1.4
2882,2024-09-22,4,11.0,1,3,16,16.0,0.0,15.8
2883,2024-08-17,4,12.0,1,2,29,25.0,0.0,73.0
2884,2024-11-19,3,7.0,2,3,55,49.0,1.0,20.7
2885,2024-09-19,5,13.0,2,1,48,47.0,1.0,1.8
2886,2024-12-16,3,8.0,1,5,51,40.0,3.0,1.1
2887,2024-12-19,3,7.0,3,1,49,41.0,2.0,27.3
2888,2024-09-27,2,6.0,1,2,56,46.0,1.0,54.6
2889,2024-12-05,3,8.0,3,5,49,41.0,3.0,13.8
2890,2024-08-05,4,12.0,2,4,44,36.0,,49.0
2891,2024-09-30,3,9.0,2,3,48,51.0,1.0,43.8
2892,2024-10-13,4,12.0,3,3,13,13.0,0.0,27.5
2893,2024-11-20,2,5.0,2,2,53,48.0,1.0,19.7
2894,2024-07-08,4,10.0,2,4,44,40.0,1.0,64.9
2895,2024-11-30,5,14.0,3,5,24,22.0,1.0,11.2
2896,2024-08-01,3,9.0,1,3,58,64.0,1.0,0.0
2897,2024-11-29,3,7.0,2,1,55,57.0,1.0,17.6
2898,2024-11-17,4,12.0,3,3,13,13.0,0.0,50.3
2899,2024-09-01,2,4.0,1,3,16,15.0,0.0,82.2
2900,2024-11-27,3,9.0,2,3,55,36.0,1.0,128.0
2901,2024-07-24,4,11.0,1,4,53,48.0,1.0,33.8
2902,2024-08-14,2,5.0,2,2,53,56.0,1.0,20.5
2903,2024-11-01,5,14.0,3,4,44,39.0,1.0,6.0
2904,2024-07-18,5,13.0,1,1,51,48.0,1.0,15.6
2905,2024-12-16,4,10.0,3,4,40,36.0,2.0,9.4
2906,2024-08-23,5,14.0,3,1,44,41.0,1.0,35.9
2907,2024-08-17,2,6.0,1,3,30,32.0,0.0,0.0
2908,2024-11-13,1,1.0,3,2,52,46.0,3.0,0.0
2909,2024-11-19,1,1.0,3,5,52,44.0,5.0,14.8
2910,2024-11-02,1,2.0,3,1,28,29.0,1.0,0.0
2911,2024-10-27,3,9.0,1,1,17,12.0,0.0,159.8
2912,2024-08-31,1,2.0,3,1,28,27.0,1.0,25.3
2913,2024-10-07,5,13.0,1,5,45,41.0,2.0,0.5
2914,2024-11-23,5,15.0,1,1,28,24.0,0.0,0.0
2915,2024-10-04,1,3.0,1,2,60,58.0,1.0,31.7
2916,2024-07-09,1,2.0,1,2,60,65.0,1.0,7.8
2917,2024-11-18,3,,1,5,51,48.0,2.0,2.1
2918,2024-09-16,4,10.0,1,2,47,52.0,1.0,9.5
2919,2024-09-04,4,10.0,3,4,46,43.0,1.0,11.9
2920,2024-11-14,2,4.0,3,4,48,41.0,2.0,51.6
2921,2024-09-16,2,5.0,2,2,46,50.0,2.0,6.5
2922,2024-10-27,1,3.0,1,5,18,17.0,0.0,6.2
2923,2024-08-04,4,10.0,3,4,13,13.0,0.0,13.6
2924,2024-08-12,5,15.0,3,4,38,39.0,1.0,0.0
2925,2024-07-27,1,3.0,2,1,31,32.0,1.0,7.7
2926,2024-10-22,5,14.0,2,1,48,43.0,1.0,1.5
2927,2024-08-08,1,1.0,2,2,57,55.0,1.0,22.8
2928,2024-10-25,4,11.0,2,3,51,44.0,1.0,29.1
2929,2024-11-03,3,9.0,3,1,14,13.0,0.0,55.6
2930,2024-11-30,2,6.0,2,4,29,,0.0,29.2
2931,2024-07-10,3,9.0,1,1,58,46.0,1.0,96.9
2932,2024-09-21,5,13.0,3,4,24,24.0,1.0,5.3
2933,2024-08-22,4,12.0,1,4,53,49.0,0.0,53.4
2934,2024-12-09,3,7.0,1,5,51,39.0,2.0,22.8
2935,2024-10-26,1,2.0,2,5,31,30.0,1.0,6.5
2936,2024-11-16,4,10.0,1,2,29,23.0,0.0,64.1
2937,2024-08-02,4,12.0,2,3,51,44.0,1.0,13.8
2938,2024-09-13,3,9.0,3,1,49,36.0,1.0,155.5
2939,2024-08-25,2,5.0,3,3,14,14.0,0.0,21.7
2940,2024-12-22,2,4.0,3,4,14,11.0,0.0,43.7
2941,2024-07-24,5,15.0,2,4,48,51.0,1.0,44.3
2942,2024-12-15,5,13.0,1,1,15,10.0,0.0,19.6
2943,2024-10-30,1,2.0,1,5,60,51.0,2.0,47.6
2944,2024-09-24,2,6.0,1,2,56,52.0,1.0,0.0
2945,2024-09-01,1,3.0,3,2,15,16.0,0.0,8.6
2946,2024-09-20,3,7.0,1,5,58,51.0,2.0,50.1
2947,2024-09-03,3,7.0,1,5,58,56.0,1.0,34.8
2948,2024-08-02,2,6.0,3,3,48,,0.0,22.9
2949,2024-08-12,4,11.0,2,2,44,40.0,2.0,17.1
2950,2024-09-10,3,8.0,1,3,58,49.0,,11.4
2951,2024-07-11,4,11.0,3,2,46,42.0,2.0,36.2
2952,2024-10-26,2,6.0,2,4,29,28.0,0.0,1.7
2953,2024-07-18,2,4.0,2,3,53,48.0,2.0,52.7
2954,2024-08-09,2,4.0,3,4,48,43.0,2.0,24.2
2955,2024-10-28,2,4.0,3,2,42,28.0,2.0,201.5
2956,2024-08-21,2,5.0,3,2,48,46.0,2.0,7.7
2957,2024-11-24,2,4.0,3,3,14,9.0,0.0,128.0
2958,2024-10-23,4,10.0,1,3,53,38.0,0.0,3.3
2959,2024-07-05,5,13.0,3,4,44,48.0,2.0,0.0
2960,2024-12-12,1,1.0,3,5,52,32.0,5.0,9.3
2961,2024-08-15,1,3.0,2,2,57,62.0,2.0,19.5
2962,2024-12-11,5,14.0,2,4,48,41.0,1.0,38.5
2963,2024-08-20,5,14.0,3,1,44,41.0,2.0,70.6
2964,2024-10-19,5,13.0,2,4,26,22.0,0.0,33.1
2965,2024-08-12,4,11.0,1,4,47,46.0,1.0,3.6
2966,2024-09-09,2,5.0,1,2,49,49.0,1.0,26.4
2967,2024-12-02,1,3.0,1,5,53,36.0,3.0,13.6
2968,2024-12-30,1,2.0,1,5,53,37.0,2.0,12.9
2969,2024-10-21,3,9.0,1,3,51,51.0,1.0,0.0
2970,2024-12-22,2,4.0,3,3,14,12.0,0.0,43.7
2971,2024-12-06,5,14.0,1,1,51,40.0,1.0,114.8
2972,2024-07-31,4,11.0,3,4,46,41.0,2.0,68.3
2973,2024-07-18,4,12.0,2,3,51,50.0,2.0,16.0
2974,2024-10-16,4,10.0,3,4,46,37.0,3.0,0.0
2975,2024-11-03,2,6.0,1,2,16,13.0,0.0,7.2
2976,2024-11-12,1,1.0,1,1,60,53.0,1.0,2.2
2977,2024-08-03,5,15.0,2,1,26,26.0,0.0,6.7
2978,2024-12-20,1,1.0,3,5,52,33.0,4.0,70.0
2979,2024-12-22,2,5.0,1,3,16,11.0,0.0,48.5
2980,2024-11-09,5,15.0,1,4,28,23.0,0.0,11.3
2981,2024-11-13,4,10.0,2,2,51,45.0,1.0,0.0
2982,2024-10-31,2,4.0,2,2,53,49.0,1.0,9.5
2983,2024-08-20,5,13.0,3,4,44,40.0,2.0,12.2
2984,2024-11-27,1,3.0,3,2,52,47.0,3.0,9.9
2985,2024-10-09,4,12.0,1,3,53,51.0,1.0,1.1
2986,2024-12-28,2,6.0,1,4,30,25.0,0.0,0.0
2987,2024-10-10,3,7.0,1,1,58,50.0,1.0,23.9
2988,2024-08-07,4,10.0,3,3,46,45.0,2.0,12.7
2989,2024-07-04,2,6.0,3,3,48,49.0,2.0,0.0
2990,2024-08-30,3,9.0,3,3,49,,2.0,8.5
2991,2024-07-09,1,3.0,3,5,52,47.0,8.0,2.9
2992,2024-12-19,4,10.0,2,2,51,41.0,,8.0
2993,2024-12-20,5,15.0,1,5,51,40.0,2.0,8.9
2994,2024-07-24,1,3.0,1,5,60,65.0,4.0,19.1
2995,2024-12-27,2,5.0,1,4,56,49.0,1.0,10.3
2996,2024-11-18,2,5.0,1,4,49,44.0,1.0,0.0
2997,2024-10-05,4,10.0,3,2,25,23.0,0.0,23.3
2998,2024-07-18,2,5.0,2,2,53,47.0,1.0,28.8
2999,2024-09-24,3,9.0,1,3,58,55.0,1.0,16.9
3000,2024-10-13,4,12.0,1,4,16,15.0,0.0,2.5
3001,2024-12-13,2,4.0,2,2,53,49.0,1.0,24.4
3002,2024-10-02,4,11.0,3,4,46,43.0,1.0,63.0
3003,2024-12-09,1,3.0,2,5,50,34.0,1.0,35.2
3004,2024-08-31,5,14.0,2,5,26,25.0,2.0,22.4
3005,2024-10-24,3,8.0,2,3,55,46.0,1.0,3.3
3006,2024-09-19,5,14.0,2,5,48,46.0,3.0,63.6
3007,2024-07-30,3,7.0,2,1,55,48.0,2.0,33.4
3008,2024-10-14,3,8.0,2,3,48,44.0,1.0,11.6
3009,2024-09-07,3,9.0,1,5,32,25.0,0.0,51.8
3010,2024-08-20,2,5.0,2,3,53,59.0,1.0,11.8
3011,2024-11-04,5,13.0,1,4,45,43.0,1.0,14.0
3012,2024-10-09,1,1.0,1,2,60,47.0,1.0,63.0
3013,2024-07-25,1,3.0,1,1,60,52.0,1.0,4.9
3014,2024-07-29,3,7.0,1,3,51,47.0,0.0,7.7
3015,2024-10-31,3,7.0,2,1,55,44.0,1.0,58.6
3016,2024-11-19,4,12.0,3,3,46,34.0,1.0,42.9
3017,2024-10-29,3,7.0,2,5,55,49.0,2.0,16.3
3018,2024-09-29,2,4.0,2,3,16,14.0,0.0,40.9
3019,2024-10-18,5,14.0,2,1,48,47.0,2.0,17.9
3020,2024-11-01,2,4.0,3,2,48,30.0,2.0,233.7
3021,2024-12-26,2,5.0,3,3,48,46.0,2.0,3.4
3022,2024-10-17,3,7.0,1,3,58,59.0,1.0,4.4
3023,2024-11-24,3,8.0,3,1,14,15.0,0.0,7.3
3024,2024-08-11,5,13.0,2,1,14,14.0,0.0,10.3
3025,2024-12-26,3,9.0,3,3,49,40.0,2.0,11.8
3026,2024-10-31,1,1.0,2,2,57,52.0,1.0,73.3
3027,2024-08-10,1,2.0,1,5,33,33.0,0.0,61.5
3028,2024-11-12,5,13.0,1,4,51,42.0,0.0,4.8
3029,2024-09-24,5,15.0,3,1,44,42.0,2.0,9.9
3030,2024-10-31,5,13.0,3,5,44,39.0,3.0,23.9
3031,2024-09-28,1,1.0,2,1,31,19.0,0.0,211.7
3032,2024-09-12,3,7.0,1,3,58,46.0,0.0,52.3
3033,2024-08-04,5,15.0,3,4,13,11.0,0.0,8.2
3034,2024-07-06,2,6.0,1,2,30,33.0,1.0,0.5
3035,2024-12-02,5,14.0,3,5,38,32.0,2.0,51.8
3036,2024-08-16,4,10.0,1,2,53,44.0,1.0,16.5
3037,2024-09-05,4,12.0,3,2,46,44.0,2.0,37.2
3038,2024-10-31,5,13.0,3,4,44,40.0,1.0,23.9
3039,2024-08-01,5,14.0,2,1,48,47.0,1.0,30.2
3040,2024-11-25,1,3.0,1,1,53,46.0,1.0,12.4
3041,2024-08-06,4,10.0,2,4,51,56.0,1.0,8.1
3042,2024-08-30,3,8.0,1,3,58,66.0,1.0,0.0
3043,2024-11-18,1,3.0,3,1,45,43.0,1.0,0.0
3044,2024-10-28,2,5.0,2,2,46,36.0,2.0,71.5
3045,2024-12-30,4,11.0,3,4,40,34.0,1.0,26.8
3046,2024-08-12,5,15.0,3,5,38,38.0,5.0,0.0
3047,2024-08-13,2,4.0,2,2,53,47.0,1.0,37.2
3048,2024-09-20,3,8.0,3,1,49,45.0,1.0,0.0
3049,2024-12-21,5,13.0,1,1,28,24.0,0.0,8.6
3050,2024-12-06,5,13.0,1,4,51,43.0,1.0,6.1
3051,2024-11-12,3,9.0,3,5,49,39.0,6.0,29.5
3052,2024-09-28,3,8.0,3,5,27,27.0,2.0,19.4
3053,2024-08-14,5,15.0,3,5,44,41.0,7.0,2.8
3054,2024-09-02,2,6.0,1,2,49,49.0,2.0,0.0
3055,2024-11-02,4,11.0,3,4,25,24.0,1.0,19.8
3056,2024-08-10,4,11.0,1,2,29,26.0,0.0,23.5
3057,2024-08-04,2,5.0,2,3,16,15.0,0.0,63.3
3058,2024-10-10,4,10.0,1,2,53,47.0,1.0,4.7
3059,2024-12-26,5,13.0,1,4,51,35.0,1.0,0.0
3060,2024-12-12,4,11.0,1,2,53,44.0,1.0,17.3
3061,2024-07-23,4,11.0,3,2,46,39.0,2.0,60.2
3062,2024-12-16,5,15.0,1,5,45,27.0,1.0,30.5
3063,2024-10-26,4,11.0,2,2,28,25.0,1.0,33.3
3064,2024-10-20,1,1.0,3,5,15,14.0,1.0,20.9
3065,2024-09-21,3,8.0,3,5,27,24.0,3.0,3.1
3066,2024-10-13,2,4.0,2,2,16,12.0,0.0,117.4
3067,2024-11-28,5,13.0,2,5,48,42.0,3.0,0.0
3068,2024-07-06,1,3.0,3,5,28,28.0,2.0,0.0
3069,2024-10-11,4,11.0,3,3,46,41.0,1.0,23.9
3070,2024-08-25,1,2.0,2,5,17,17.0,1.0,6.0
3071,2024-11-28,2,6.0,2,3,53,44.0,0.0,42.0
3072,2024-12-03,3,7.0,3,1,49,40.0,1.0,9.7
3073,2024-10-04,4,12.0,3,3,46,,1.0,12.5
3074,2024-08-31,1,1.0,3,5,28,30.0,4.0,5.0
3075,2024-09-26,3,8.0,2,5,55,55.0,4.0,30.0
3076,2024-07-21,1,2.0,1,2,18,19.0,0.0,18.9
3077,2024-09-03,4,11.0,2,3,51,45.0,1.0,51.9
3078,2024-12-07,1,3.0,3,5,28,18.0,2.0,37.7
3079,2024-10-08,5,13.0,2,4,48,51.0,1.0,4.0
3080,2024-07-15,4,10.0,2,2,44,43.0,1.0,11.4
3081,2024-08-07,3,8.0,1,1,58,58.0,1.0,24.2
3082,2024-10-29,5,13.0,1,5,51,47.0,1.0,21.6
3083,2024-08-03,2,4.0,1,4,30,27.0,0.0,43.7
3084,2024-11-24,3,9.0,2,5,16,15.0,0.0,3.5
3085,2024-11-19,5,13.0,2,1,48,45.0,1.0,3.8
3086,2024-08-10,3,7.0,1,5,32,33.0,1.0,11.1
3087,2024-11-28,5,15.0,3,1,44,38.0,1.0,0.0
3088,2024-12-10,5,14.0,1,5,51,42.0,3.0,12.1
3089,2024-08-07,4,10.0,1,4,53,46.0,0.0,1.8
3090,2024-12-03,4,10.0,1,4,53,47.0,1.0,14.0
3091,2024-09-13,4,11.0,2,2,51,58.0,2.0,6.5
3092,2024-12-08,5,13.0,2,5,14,10.0,1.0,42.7
3093,2024-11-08,5,14.0,3,4,44,36.0,2.0,22.6
3094,2024-10-24,3,8.0,1,1,58,59.0,1.0,24.6
3095,2024-08-11,5,13.0,2,5,14,15.0,0.0,10.3
3096,2024-08-18,5,14.0,2,5,14,13.0,1.0,19.6
3097,2024-11-21,5,14.0,3,5,44,31.0,4.0,66.5
3098,2024-07-18,3,9.0,3,1,49,52.0,2.0,0.0
3099,2024-11-28,4,12.0,2,2,51,44.0,1.0,52.6
3100,2024-10-22,3,7.0,2,1,55,46.0,1.0,10.0
3101,2024-11-30,5,14.0,3,4,24,22.0,1.0,11.2
3102,2024-12-04,4,12.0,3,2,46,36.0,1.0,
3103,2024-09-29,4,11.0,2,3,15,14.0,0.0,46.5
3104,2024-09-02,3,7.0,2,5,48,43.0,1.0,37.6
3105,2024-07-26,1,3.0,1,1,60,66.0,1.0,8.7
3106,2024-11-08,2,4.0,1,4,56,55.0,1.0,7.0
3107,2024-08-06,5,13.0,2,5,48,49.0,2.0,17.5
3108,2024-07-29,1,1.0,1,1,53,54.0,2.0,49.2
3109,2024-11-17,5,13.0,1,5,15,14.0,0.0,17.5
3110,2024-10-05,1,3.0,1,5,33,26.0,1.0,25.1
3111,2024-07-26,5,13.0,3,1,44,40.0,,7.2
3112,2024-10-05,3,7.0,2,1,30,28.0,0.0,19.3
3113,2024-08-22,2,5.0,3,4,48,51.0,2.0,11.5
3114,2024-07-10,1,1.0,2,1,57,59.0,2.0,48.4
3115,2024-11-26,1,3.0,3,2,52,46.0,3.0,6.1
3116,2024-10-02,1,2.0,3,5,52,50.0,7.0,21.3
3117,2024-07-05,4,12.0,2,3,51,54.0,1.0,4.6
3118,2024-08-07,3,8.0,2,3,55,66.0,1.0,31.7
3119,2024-07-03,3,8.0,3,3,49,49.0,2.0,22.9
3120,2024-10-02,3,7.0,2,3,55,50.0,2.0,31.5
3121,2024-10-09,4,11.0,3,4,46,39.0,1.0,21.7
3122,2024-10-11,4,11.0,1,3,53,48.0,0.0,7.0
3123,2024-07-20,5,14.0,2,4,26,28.0,0.0,1.2
3124,2024-10-27,4,11.0,1,2,16,15.0,0.0,13.8
3125,2024-10-18,1,2.0,2,5,57,53.0,5.0,4.9
3126,2024-12-02,4,11.0,1,4,47,34.0,0.0,13.7
3127,2024-07-08,4,12.0,1,3,47,48.0,1.0,13.3
3128,2024-10-10,3,9.0,2,5,55,47.0,2.0,33.2
3129,2024-07-06,2,5.0,3,4,26,25.0,1.0,1.5
3130,2024-11-20,5,15.0,3,5,44,41.0,6.0,8.0
3131,2024-08-06,3,8.0,3,1,49,49.0,2.0,30.1
3132,2024-12-24,5,13.0,1,4,51,38.0,0.0,8.1
3133,2024-12-17,4,11.0,1,4,53,47.0,1.0,15.4
3134,2024-11-14,2,4.0,1,3,56,45.0,1.0,86.7
3135,2024-11-08,1,3.0,2,2,57,58.0,1.0,3.1
3136,2024-09-13,1,3.0,1,2,60,66.0,3.0,11.4
3137,2024-07-26,3,9.0,3,5,49,52.0,5.0,18.8
3138,2024-07-15,5,13.0,2,1,43,44.0,1.0,4.7
3139,2024-11-13,2,6.0,1,4,56,49.0,0.0,5.8
3140,2024-07-13,1,1.0,3,5,28,21.0,1.0,143.6
3141,2024-09-10,2,4.0,2,4,53,,1.0,23.9
3142,2024-07-31,5,15.0,1,1,51,55.0,1.0,0.0
3143,2024-10-23,2,5.0,2,2,53,49.0,1.0,24.4
3144,2024-12-29,5,14.0,3,1,13,10.0,0.0,0.7
3145,2024-12-27,2,4.0,3,2,48,40.0,1.0,37.3
3146,2024-08-14,4,12.0,3,4,46,50.0,2.0,21.9
3147,2024-08-12,4,10.0,3,3,40,36.0,2.0,67.2
3148,2024-11-07,2,5.0,1,2,56,44.0,1.0,6.9
3149,2024-07-20,3,7.0,3,1,27,31.0,1.0,6.3
3150,2024-11-20,3,9.0,3,3,49,31.0,1.0,66.3
3151,2024-08-18,3,8.0,2,1,16,16.0,0.0,8.6
3152,2024-07-18,2,4.0,1,3,56,59.0,1.0,13.8
3153,2024-09-11,3,9.0,3,3,49,60.0,3.0,20.7
3154,2024-12-01,5,13.0,2,4,14,11.0,0.0,5.8
3155,2024-09-19,3,9.0,1,5,58,45.0,2.0,111.4
3156,2024-10-26,3,9.0,1,1,32,36.0,0.0,4.6
3157,2024-10-20,3,7.0,1,3,17,14.0,0.0,48.0
3158,2024-12-14,2,4.0,2,3,29,17.0,0.0,244.1
